,hawkish,neutral,dovish
낭/NNG,0,0,1
가계/NNG;부채/NNG;관리/NNG;강화/NNG,0,0,1
부실/NNG;이어지/VV;우려/NNG,0,0,1
접점/NNG,0,0,1
금리/NNG;방향/NNG;예측/NNG;어렵/VA,0,0,1
전망/NNG;내수/NNG;부진/NNG,0,2,1
기대/NNG;금리/NNG;내리/VV,0,0,1
둔화/NNG;높/VA,1,0,1
낙찰률/NNG,0,8,8
화승/NNG,0,0,1
국고채/NNG;장단기스프레드/NNG;확대/NNG,1,3,6
장기물/NNG;투자/NNG;매력/NNG;높/VA,4,1,5
채권투자/NNG;심리/NNG;부정적/VAX,2,0,1
당분간/MAG;스프레드/NNG;확대/NNG,1,0,2
적자/NNG;부정적/VAX,0,0,1
예상/NNG;금리/NNG;인하/NNG;금리/NNG;인하/NNG,0,0,3
성장/NNG;경로/NNG;하방/NNG;위험/NNG;크/VV,0,0,1
수요/NNG;인플레이션/NNG;압력/NNG;낮/VA,0,0,1
하방/NNG;위험/NNG;하방/NNG;위험/NNG,0,0,1
기저효과/NNG;물가/NNG;상승/NNG,0,0,1
인하/NNG;여력/NNG;제한적/VAX,1,0,1
여력/NNG;매우/MAG;제한적/VAX,0,0,1
금리/NNG;인하/NNG;악화/NNG,0,0,1
부진/NNG;하방/NNG;위험/NNG,0,0,1
소득/NNG;늘/VV;않/VX,0,0,1
취업자/NNG;감소/NNG,3,0,2
미약/NNG;긍정적/VAX,0,0,2
부진/NNG;인하/NNG,1,0,1
더디/VA;성장/NNG,1,0,1
부진/NNG;막/VV,0,1,1
지표/NNG;꺾/VV,0,0,1
질타/NNG,0,0,2
관람객/NNG,0,0,1
놀이/NNG,0,0,1
공원/NNG,0,0,1
관중/NNG,0,0,1
박물관/NNG,0,0,1
미술관/NNG,0,0,1
특례/NNG,8,1,2
세정/NNG,0,0,1
납부기한/NNG,0,0,1
휴업/NNG,1,1,2
인하/NNG;단행/NNG;금리/NNG;인하/NNG,0,0,1
전망/NNG;경로/NNG;하방/NNG;위험/NNG,0,0,1
비둘기/NNG;경기/NNG;회복/NNG,0,0,2
예상/NNG;수출/NNG;부진/NNG,0,0,1
가격/NNG;소폭/MAG;하락/NNG,0,0,2
단기/NNG;충격/NNG;그치/VV,0,0,1
단해/NNG,0,0,1
기리/NNG,0,0,1
지하/NNG,2,0,1
흡기/NNG,0,0,1
생하/VV,0,0,1
출부/NNG,0,0,1
진/XSV,0,1,2
망한/VV,1,0,3
사한/NNG,1,1,1
유로존/NNG;경제/NNG;지표/NNG;개선/NNG,1,1,1
수익성/NNG;소폭/MAG;개선/NNG,0,2,0
개선/NNG;금리/NNG;급등/NNG,1,1,1
금리/NNG;변동성/NNG;높/VV,2,1,1
실적/NNG;정체/NNG,0,1,2
입찰액/NNG,1,2,0
지표/NNG;개선/NNG;금리/NNG;상승/NNG;압력/NNG,1,1,0
장기물/NNG;약세/NNG;커브/NNG;스티프닝/NNG,1,1,1
금리/NNG;상승/NNG;커브/NNG;스티프닝/NNG,0,1,0
광공업/NNG;생산/NNG;지표/NNG;부진/NNG,1,1,1
금리/NNG;상승/NNG;장기물/NNG;상승/NNG,0,1,0
지표/NNG;눈/NNG;띄/VV;개선/NNG,0,1,0
인플레이션/NNG;기대/NNG;확대/NNG,1,1,0
단기물/NNG;금리/NNG;하회/NNG,0,1,0
글로벌/NNG;지표/NNG;개선/NNG,2,1,1
물가/NNG;상승률/NNG;호조/NNG,0,1,0
전망/NNG;지표/NNG;개선/NNG,0,1,0
대외/NNG;금리/NNG;급등/NNG,1,1,0
채권/NNG;매수/NNG;지지/NNG,0,1,1
긴축정책/NNG;우려/NNG,0,1,0
마이너스/NNG;상승/NNG,0,1,0
기대/NNG;감소/NNG,1,2,1
종료/NNG;인상/NNG,0,1,0
꺼려할/VV,0,1,1
경연/NNG,0,1,0
경기/NNG;하방/NNG;위험/NNG;금리/NNG;인하/NNG,0,4,10
하향/NNG;안정/NNG;장단기스프레드/NNG;축소/NNG,0,2,4
대내외/NNG;경기/NNG;하방/NNG;위험/NNG,16,6,22
채권/NNG;금리/NNG;변동성/NNG;제한/NNG,6,4,4
약화/NNG;fed/NNG;금리/NNG;인상/NNG,1,0,2
채권/NNG;금리/NNG;하향/NNG;안정/NNG,21,17,25
부진/NNG;경기/NNG;하방/NNG;위험/NNG,1,2,2
금리/NNG;인하/NNG;명분/NNG;강화/NNG,1,0,4
금리/NNG;인하/NNG;효과/NNG;제한/NNG,0,0,2
임금/NNG;상승/NNG;소비/NNG;증가/NNG,0,0,1
채권/NNG;매수포지션/NNG;확대/NNG,3,4,8
전망/NNG;경기/NNG;불확실성/NNG,0,0,3
저물가/NNG;고착화/NNG;우려/NNG,0,0,1
gdp/NNG;증가율/NNG;둔화/NNG,0,1,1
둔화/NNG;가능성/NNG;확대/NNG,0,0,2
경제/NNG;성장/NNG;모멘텀/NNG,6,2,2
생산/NNG;지표/NNG;둔화/NNG,1,0,2
생산/NNG;지표/NNG;감소/NNG,0,0,1
하락/NNG;경기/NNG;부양/NNG,0,0,2
소비/NNG;투자/NNG;진작/NNG,1,0,2
탈피/NNG;금리/NNG;인상/NNG,0,0,1
적정/NNG;금리/NNG;낮/VA,0,1,2
채권/NNG;수요우위/NNG,2,0,8
gdp/NNG;낙관/NNG,0,1,1
경기/NNG;하향/NNG,3,1,7
낙관/NNG;어렵/VA,0,0,1
찾아온/VV,1,4,2
일수/NNG,7,1,5
월후/NNG,8,6,11
월봉/NNG,15,10,20
각계/NNG,3,3,2
준이/NNG,6,4,8
양곡/NNG,14,9,19
외평/NNG,15,9,19
복리채/NNG,34,18,39
크레딧/NNG;투자/NNG;매력/NNG;감소/NNG,0,1,2
도크/NNG;스프레드/NNG;확대/NNG,0,0,1
경기/NNG;불확실성/NNG;확대/NNG,2,2,2
저성장/NNG;저물가/NNG;탈피/NNG,0,0,1
금리/NNG;변동성/NNG;위험/NNG,0,0,1
금리/NNG;변동성/NNG;감소/NNG,0,2,2
자금/NNG;지원/NNG;중단/NNG,0,0,1
높/VA;저성장/NNG,1,1,1
양호/NNG;높/VA,0,0,1
휘말렸/VV,0,0,1
내버려/VV,0,0,2
우분/NNG,0,0,1
시스템엔지니어링/NNG,0,0,1
스크랩/NNG,0,0,1
신용등급간/NNG,1,0,6
거칠/VA,0,0,1
하락/NNG;경상/NNG;수지/NNG;악화/NNG,1,0,0
국채선물/NNG;순매수/NNG;최대/NNG,1,0,0
채권/NNG;순매수/NNG;최대/NNG,3,0,1
단기/NNG;외채/NNG;증가/NNG,4,1,2
월채/NNG,1,0,0
농축수산물/NNG;가격/NNG;하락/NNG,1,1,2
경제/NNG;성장/NNG;미약/NNG,1,1,0
주택/NNG;거래/NNG;늘/VV,1,0,0
실수요/NNG;증가/NNG,1,0,0
상한다고/VV,1,0,0
요의/NNG,1,0,0
신흥국/NNG;성장/NNG;약화/NNG;지정학/NNG;위험/NNG,4,1,7
가계/NNG;부채/NNG;증가/NNG;속도/NNG;우려/NNG,1,0,0
인하/NNG;소수의견/NNG;금리/NNG;인하/NNG,1,0,0
회복/NNG;소비/NNG;심리/NNG;회복/NNG,1,0,0
가계/NNG;대출/NNG;증가/NNG;확대/NNG,1,0,0
가격/NNG;하락/NNG;가격/NNG;하락/NNG,1,0,4
금리/NNG;인하/NNG;영향/NNG;하락/NNG,2,0,1
경제주체/NNG;심리/NNG;회복/NNG,1,1,3
경제/NNG;미약/NNG;회복/NNG,2,0,0
금리/NNG;인하/NNG;반대/NNG,1,1,0
엔저/NNG;수출/NNG;부진/NNG,1,0,0
지표/NNG;경기/NNG;회복/NNG,2,0,1
경기/NNG;완만/NNG;개선/NNG,2,2,1
회복/NNG;경기/NNG;개선/NNG,2,1,0
주택담보대출/NNG;급증/NNG,3,0,0
자산시장/NNG;회복/NNG,1,0,0
가까움/VA,1,0,1
문업/NNG,3,0,0
전망/NNG;지표/NNG;부진/NNG,0,1,1
지표/NNG;경기/NNG;부진/NNG,2,1,0
채권시장/NNG;두려움/NNG,0,1,0
스티프닝/NNG;어렵/VA,0,1,0
변동성/NNG;끝/NNG,0,1,0
껐/VV,0,3,0
하락/NNG;선행/NNG;지수/NNG;상승/NNG,1,0,1
인상/NNG;신호/NNG;찾/VV;어렵/VA,0,0,1
제조업/NNG;경기/NNG;모멘텀/NNG,0,0,3
소비자/NNG;물가/NNG;그치/VV,0,0,1
생산/NNG;투자/NNG;부진/NNG,0,0,1
물가/NNG;수요/NNG;압력/NNG,0,1,4
지표/NNG;부진/NNG;한파/NNG,1,1,1
부진/NNG;면하/VV;못하/VX,6,9,11
생산/NNG;부정적/VAX,0,0,1
미약/NNG;증가/NNG,0,1,1
지표/NNG;급등/NNG,0,0,2
심리/NNG;쉽/VA,0,0,1
되돌아오/VV,0,0,1
기계설/NNG,0,0,1
순환변동/NNG,25,12,30
구성지수/NNG,2,0,1
설수/NNG,7,6,7
주액/NNG,13,16,7
구인구직비율/NNG,3,3,5
코스/NNG,0,0,2
피장/NNG,0,0,1
채권/NNG;금리/NNG;상승/NNG;신용스프레드/NNG;확대/NNG,0,1,2
금리/NNG;상승/NNG;수급/NNG;부담/NNG,0,1,0
경기/NNG;회복/NNG;기대/NNG;확산/NNG,2,1,2
부정적/VAX;신용등급/NNG;강등/NNG,0,1,0
국채시장/NNG;변동성/NNG;확대/NNG,1,1,0
기대/NNG;주식시장/NNG;강세/NNG,0,1,0
신용등급/NNG;하향/NNG;증가/NNG,1,1,1
발행/NNG;수요예측/NNG;성공/NNG,0,1,0
pf/NNG;우발채무/NNG;부담/NNG,0,3,1
크레딧/NNG;발행/NNG;감소/NNG,0,7,5
크레딧/NNG;금리/NNG;인하/NNG,0,1,0
단기/NNG;수급/NNG;부담/NNG,0,2,0
신용등급/NNG;하향/NNG;많/VA,0,1,0
공급/NNG;부족/NNG;완화/NNG,1,2,0
채권/NNG;금리/NNG;하향/NNG,0,4,2
산업/NNG;경기/NNG;둔화/NNG,0,1,0
부도/NNG;가능성/NNG;낮/VA,0,1,0
발행시장/NNG;성장/NNG,0,1,0
차입부채/NNG;증가/NNG,0,1,0
가수급/NNG;부담/NNG,7,3,0
자산/NNG;양호/NNG,0,1,0
예상/NNG;증가/NNG,1,1,2
단기/NNG;부담/NNG,0,1,1
재무/NNG;악화/NNG,0,3,0
위축/NNG;약세/NNG,0,1,0
저하/NNG;하향/NNG,0,1,1
악화/NNG;하향/NNG,0,1,1
여력/NNG;저하/NNG,0,1,0
레이아웃/NNG,0,1,1
가치분석/NNG,2,2,2
분만/NNG,0,2,0
출연료/NNG,0,3,0
회성/NNG,0,2,0
보금자리/NNG,1,1,7
단리/NNG,0,2,0
회당/NNG,0,1,0
특채/NNG,1,1,0
중소기업진흥공단/NNG,16,17,10
예보기금특별계정채권/NNG,42,42,34
포승/NNG,12,5,18
매매손실/NNG,0,1,0
산금/NNG,73,45,65
변이/NNG,16,15,16
농업금융/NNG,5,10,7
수산금융채권/NNG,9,6,11
열간/NNG,0,2,0
지반/NNG,0,1,0
맵/NNG,2,6,2
금공/NNG,0,4,8
맥부/NNG,0,1,0
투입자금/NNG,0,1,2
셰일에너지/NNG,0,2,0
적체/NNG,1,1,0
asp/NNG,0,2,5
따스/NNG,0,1,0
햇살/NNG,0,1,0
개화기/NNG,0,1,0
향연/NNG,0,3,0
즐겨라/VV,0,1,0
찬석/NNG,2,5,1
인터넷기업/NNG,0,1,0
이길/VV,0,1,2
여의대/NNG,4,6,8
금융센터/NNG,26,16,31
역삼/NNG,1,3,2
전망/NNG;성장률/NNG;물가/NNG;전망/NNG;하향/NNG,0,1,4
신용등급/NNG;전망/NNG;긍정적/VAX;상향/NNG,0,1,0
가계/NNG;부채/NNG;금리/NNG;인하/NNG,0,1,0
금리/NNG;보합/NNG;금리/NNG;하락/NNG,0,1,0
제한적/VAX;그치/VV;가능성/NNG;높/VA,0,1,0
인하/NNG;신호/NNG;찾/VV;어렵/VA,0,1,1
금리/NNG;일시적/VAX;상승/NNG,3,3,2
소비/NNG;투자/NNG;상승/NNG,0,1,1
전망/NNG;하향/NNG;인하/NNG,0,1,0
민간/NNG;소비/NNG;제약/NNG,1,1,0
금리/NNG;이자/NNG;부담/NNG,0,1,0
민간/NNG;소비/NNG;위축/NNG,2,1,0
가계/NNG;부채/NNG;개선/NNG,0,2,0
대출/NNG;구조/NNG;개선/NNG,0,1,0
걸림돌/NNG;아니/VCN,1,1,0
인하/NNG;제약/NNG,0,1,0
단골/NNG,0,1,0
고집/NNG,7,2,10
직시/NNG,0,1,1
비거치식/NNG,10,7,6
중도상환수수료/NNG,1,3,0
슬라이딩/NNG,0,1,0
부채가구/NNG,1,4,0
답보/NNG,3,1,0
잔존해/NNG,0,1,0
은행/NNG;가계/NNG;대출/NNG;급증/NNG,0,0,1
인하/NNG;만장일치/NNG;아니/VCN,1,0,3
성장/NNG;경로/NNG;하회/NNG,0,0,3
인하/NNG;가능성/NNG;높/VV,0,0,6
금리/NNG;하단/NNG;내리/VV,0,0,1
채권시장/NNG;매파/NNG,1,1,1
견실/NNG;회복/NNG,0,1,5
고한/VV,0,0,1
본향/NNG,0,0,1
수출/NNG;제품/NNG;가격/NNG;하락/NNG,0,0,2
이어갈이/NNG,0,0,4
갈/NNG,0,0,4
금리/NNG;인하/NNG;가능성/NNG;지지/NNG,4,1,9
부진/NNG;예상/NNG;심각/NNG,0,0,2
인하/NNG;명분/NNG;강화/NNG,0,0,1
양적완화/NNG;강화/NNG,2,0,2
부진/NNG;심각/NNG,1,0,1
예상/NNG;채권시장/NNG;강세/NNG,7,2,4
부진/NNG;대외/NNG;불확실성/NNG,0,0,2
기대/NNG;커브/NNG;플래트닝/NNG,0,0,1
경제/NNG;전망/NNG;부정적/VAX,0,2,2
가동률/NNG;소폭/MAG;상승/NNG,0,0,1
소비자/NNG;심리/NNG;부진/NNG,1,0,1
소비자/NNG;심리/NNG;하락/NNG,0,0,1
기대/NNG;선반영/NNG;강세/NNG,0,0,2
부진/NNG;내수/NNG;부진/NNG,0,0,1
내수/NNG;부진/NNG;우려/NNG,1,0,3
물가/NNG;압력/NNG;확대/NNG,0,0,1
지표/NNG;부진/NNG;인하/NNG,0,0,1
플래트닝/NNG;강세/NNG,0,0,1
윤달/NNG,0,2,1
금리/NNG;인하/NNG;경제/NNG;지표/NNG;부진/NNG,0,0,1
인상/NNG;우려/NNG;채권/NNG;금리/NNG;상승/NNG,1,0,2
경제/NNG;성장/NNG;모멘텀/NNG;약화/NNG,0,0,1
경제/NNG;지표/NNG;부진/NNG;하락/NNG,0,0,1
수출/NNG;감소/NNG;경제/NNG;성장/NNG,0,0,1
전망/NNG;인플레이션/NNG;압력/NNG,1,1,1
하향/NNG;안정/NNG;우호적/VAX,1,0,3
채권/NNG;순투자/NNG;감소/NNG,0,0,1
전망/NNG;금리/NNG;하향/NNG,2,0,3
전망/NNG;수출/NNG;감소/NNG,0,0,1
충분/NNG;금리/NNG;인하/NNG,0,0,2
성장동력/NNG;떨어/VV,0,0,1
경기/NNG;상방/NNG,2,1,4
정체/NNG;상승/NNG,0,0,1
파이낸스/NNG,30,12,27
준의/NNG,20,13,15
금리/NNG;인상/NNG;예상/NNG;늦/VA,0,0,1
하락/NNG;매우/MAG;제한적/VAX,1,1,1
예상/NNG;유가/NNG;하락/NNG,1,0,1
높/VA;커브/NNG;플래트닝/NNG,0,0,1
기대/NNG;확대/NNG;강세/NNG,0,1,1
선행조건/NNG,0,0,1
깔/VV,1,2,4
국고채/NNG;금리/NNG;하락/NNG;금리/NNG;상승/NNG,0,0,1
물가/NNG;전망/NNG;하향/NNG;가능성/NNG;높/VA,0,0,1
전망/NNG;성장/NNG;경로/NNG;하회/NNG,0,0,2
저성장/NNG;저물가/NNG;우려/NNG,1,0,1
예상/NNG;낮/VA;성장/NNG,0,0,1
저물가/NNG;방어/NNG,0,0,1
완화/NNG;부정적/VAX,0,0,2
인상/NNG;부작용/NNG,0,0,1
회복/NNG;미약/NNG,3,2,3
어렵/VA;인하/NNG,0,0,2
제로섬게임/NNG,0,0,1
인하/NNG;가능성/NNG;부정적/VAX,0,0,1
내수/NNG;지표/NNG;상승/NNG,0,0,1
주경/NNG,0,0,1
금리/NNG;인하/NNG;단행/NNG;금리/NNG;인하/NNG,0,0,1
내수/NNG;회복/NNG;미흡/NNG,0,0,1
불확실성/NNG;부진/NNG,0,0,2
심각/NNG;부진/NNG,0,0,1
가격/NNG;크/VV,0,0,1
자금/NNG;조달/NNG;비용/NNG;낮/VV,1,0,0
통화정책/NNG;유가/NNG;하락/NNG,1,0,0
물가/NNG;상승률/NNG;잡/VV,1,0,0
낮/VA;물가/NNG;안정/NNG,1,0,0
금리/NNG;아직/MAG;높/VA,2,0,0
건전성/NNG;부정적/VAX,1,0,2
사라/NNG,1,0,3
기준연도/NNG,2,0,0
올라탈/VV,1,0,0
넘나들/VV,5,0,5
강경론/NNG,1,0,4
기껏해야/MAG,2,0,1
메가와트/NNG,1,0,0
공공사업/NNG,1,1,4
국고채/NNG;금리/NNG;하락/NNG;금리/NNG;하락/NNG,1,0,0
가계/NNG;부채/NNG;질/NNG;개선/NNG,1,0,0
디플레이션/NNG;우려/NNG;확대/NNG,1,0,0
인하/NNG;지준율/NNG;인하/NNG,1,0,0
제품/NNG;가격/NNG;인하/NNG,2,0,0
체감/NNG;물가/NNG;상승/NNG,1,0,1
유가/NNG;하락/NNG;완화/NNG,1,0,0
금리/NNG;하락/NNG;상쇄/NNG,1,0,0
물가/NNG;수치/NNG;높/VA,1,0,0
공공요금/NNG;안정/NNG,1,0,0
유통구조/NNG;개선/NNG,3,0,0
최대한/NNG;흡수/NNG,2,0,0
제품/NNG;하락/NNG,1,0,0
호조/NNG;인상/NNG,1,0,0
물가/NNG;떨어/VV,2,0,0
물가안정정책/NNG,3,0,4
학원비/NNG,1,1,0
유통구조/NNG,4,1,1
한들/VV,1,0,0
금리/NNG;은행채/NNG;금리/NNG;상승/NNG,0,0,1
채권/NNG;금리/NNG;연저점/NNG,0,0,2
전망/NNG;등급/NNG;하락/NNG,0,0,1
개선/NNG;우려/NNG,0,0,1
춘삼월/NNG,0,0,1
싱숭생숭/MAG,0,0,1
내심/NNG,26,4,12
달력/NNG,1,0,1
過渡/NNG,0,0,7
동삭/NNG,0,0,1
도기/NNG,0,0,4
량제/NNG,0,0,1
무섭/VA,1,0,2
차라리/MAG,6,3,6
채권시장/NNG;금리/NNG;인하/NNG;금리/NNG;인하/NNG,1,0,1
고용/NNG;지표/NNG;호조/NNG;금리/NNG;급등/NNG,1,0,1
부동산/NNG;경기/NNG;둔화/NNG;우려/NNG,0,0,1
근원/NNG;소비자/NNG;물가/NNG;상승/NNG,1,3,5
국제/NNG;유가/NNG;추세/NNG;상승/NNG,0,0,1
대출/NNG;예금/NNG;금리/NNG;인하/NNG,1,0,2
유가/NNG;하락/NNG;유가/NNG;하락/NNG,1,0,1
경제/NNG;지표/NNG;부진/NNG;약세/NNG,1,0,1
우려/NNG;표명/NNG;금리/NNG;인하/NNG,0,0,1
경제/NNG;펀더멘털/NNG;악화/NNG,0,0,2
그렉시트/NNG;우려/NNG;해소/NNG,0,0,1
내구재/NNG;주문/NNG;호조/NNG,0,0,1
성장/NNG;속도/NNG;둔화/NNG,0,1,1
급락/NNG;가능성/NNG;낮/VA,0,0,4
수요/NNG;늘/VV;않/VX,0,0,1
인상/NNG;역효과/NNG,0,0,1
하향/NNG;강세/NNG,1,1,2
생산/NNG;많/VA,0,0,2
많/VA;약세/NNG,0,0,1
겨자/NNG,2,0,2
읍/NNG,0,0,1
휴전/NNG,2,3,1
인상/NNG;우려/NNG;완화/NNG;금리/NNG;인하/NNG,0,0,1
금리/NNG;인하/NNG;기대/NNG;약화/NNG;상승/NNG,1,0,1
구조개혁/NNG;강조/NNG;금리/NNG;인하/NNG,0,0,1
채권시장/NNG;우호적/VAX;가능성/NNG;높/VA,0,0,1
둔화/NNG;가능성/NNG;금리/NNG;인상/NNG,0,0,1
대외/NNG;경기/NNG;하방/NNG;위험/NNG,1,0,2
대외/NNG;수출/NNG;여건/NNG;악화/NNG,0,0,1
경기/NNG;선행/NNG;지수/NNG;둔화/NNG,1,1,3
금리/NNG;인하/NNG;부담/NNG;완화/NNG,0,0,1
경기/NNG;일시적/VAX;둔화/NNG,0,0,1
일시적/VAX;요인/NNG;상승/NNG,0,0,2
직접/NNG;금리/NNG;인상/NNG,0,0,2
신규/NNG;수주/NNG;감소/NNG,0,0,3
일시적/VAX;기저효과/NNG,0,0,2
낙관론/NNG;약화/NNG,1,0,1
경제/NNG;한파/NNG,1,3,2
원자재/NNG;가격/NNG;하방/NNG;압력/NNG,0,0,1
年/NNG,1,0,4
베일/NNG,1,0,1
벗겨지/VV,0,0,1
쥐/NNG,0,0,1
차이퉁/NNG,0,0,1
제언/NNG,3,0,2
부쳐져/VV,0,0,1
자주/NNG,1,0,3
스톱/NNG,0,0,1
걸려야/VV,0,0,1
원화/NNG;절상/NNG;수출/NNG;둔화/NNG,0,0,1
경상/NNG;수지/NNG;흑자/NNG;확대/NNG,1,0,2
경제/NNG;지표/NNG;개선/NNG;상승/NNG,3,1,2
금융시장/NNG;주가/NNG;하락/NNG,0,0,1
금리/NNG;통화정책/NNG;완화/NNG,0,0,1
유로존/NNG;경기/NNG;부진/NNG,3,1,10
원화/NNG;환율/NNG;절상/NNG,1,0,3
심리/NNG;회복/NNG;어렵/VA,1,0,1
둔화/NNG;하락/NNG,4,1,1
마이너스증가율/NNG,5,1,9
학적/NNG,0,0,1
가하/NNG,0,0,1
pf/NNG;우발채무/NNG;감소/NNG,0,1,0
완화/NNG;위험/NNG,0,1,0
영업소/NNG,0,1,0
일모/NNG,0,1,0
조향/NNG,0,3,0
준설/NNG,0,1,0
헬라/NNG,0,10,0
일렉트로닉스/NNG,0,3,0
스택/NNG,0,10,0
중개업/NNG,0,2,0
물질/NNG,0,1,1
폐기물/NNG,0,1,0
생업/NNG,0,1,0
차길/NNG,0,1,0
시설관리/NNG,0,1,2
내줬으나/VV,0,1,0
라마/NNG,0,2,0
증자신주/NNG,0,1,0
도분/NNG,1,1,1
매매거래정지/NNG,0,1,1
청약일/NNG,4,6,0
주식발행초과금/NNG,0,1,0
외제/NNG,1,1,0
동장/NNG,0,1,0
브레이크/NNG,4,3,6
핸들/NNG,1,1,0
접지력/NNG,0,1,0
승차감/NNG,0,1,0
제휴/NNG,0,5,2
내비게이션/NNG,0,1,1
전동차/NNG,1,1,0
일렉트로닉/NNG,0,1,0
주행/NNG,1,5,1
ㅁ/NNG,0,1,0
발비/NNG,0,1,0
경부/NNG,0,2,0
세이/NNG,0,1,0
도급순위/NNG,1,3,0
지오/NNG,0,2,0
미/NNG;경제/NNG;지표/NNG;부진/NNG,2,3,2
위험자산/NNG;투자심리/NNG;개선/NNG,4,2,3
신흥국/NNG;채권/NNG;선호/NNG,1,1,0
견고/NNG;경제/NNG;성장/NNG,0,1,0
기대/NNG;영향/NNG;줄/VV,0,2,0
소비/NNG;심리/NNG;살/VV,0,1,0
높/VA;급증/NNG,0,1,0
제재안/NNG,0,1,2
크레딧/NNG;거래/NNG;감소/NNG,7,4,5
단기/NNG;부동자금/NNG;늘/VV,0,1,0
통화정책/NNG;늘/VV,0,1,0
황원/NNG,193,177,329
저등급채권/NNG,4,2,0
공모주배정/NNG,1,1,0
수탁고/NNG,39,37,27
올레/NNG,68,135,52
차유/NNG,6,5,21
증사/NNG,3,2,1
구제금융/NNG;조건/NNG;완화/NNG,0,2,0
살상/NNG,0,1,0
낙차/NNG,2,1,0
랑화/NNG,0,1,0
우려/NNG;부각/NNG;안전자산/NNG;선호/NNG;강화/NNG,2,0,0
원유/NNG;재고/NNG;예상/NNG;상회/NNG,2,0,0
국제/NNG;유가/NNG;급락/NNG;강세/NNG,1,0,0
안전자산/NNG;선호/NNG;약화/NNG,24,11,17
세부/NNG;지표/NNG;개선/NNG,3,3,1
지표/NNG;개선/NNG;인상/NNG,1,0,0
지표/NNG;추세/NNG;개선/NNG,3,1,1
금리/NNG;급등/NNG;약세/NNG,2,0,1
미/NNG;국채/NNG;급등/NNG,1,0,0
실망실업자/NNG,6,3,0
부진/NNG;투자심리/NNG;위축/NNG,1,0,0
예상밖/NNG;금리/NNG;인하/NNG,2,0,1
부진/NNG;경제/NNG;우려/NNG,1,0,0
경제/NNG;우려/NNG;높/VV,2,0,0
함/NNG,1,1,0
행렬/NNG,1,0,0
자금/NNG;증시/NNG;이탈/NNG,1,0,0
불확실성/NNG;부정적/VAX,2,0,0
시간대/NNG,3,0,0
했어도/VV,1,0,0
단결정/NNG,1,0,0
지에/NNG,5,1,4
빈약/NNG,2,0,2
쿼/NNG,1,0,0
타제/NNG,1,0,0
해친다는/VV,1,0,0
총인/NNG,1,0,0
갓/MAG,1,0,0
후구퉁/NNG,2,0,1
승격/NNG,2,0,0
편출입/NNG,1,0,0
가름/NNG,1,0,0
합할/VV,1,0,0
역산/NNG,1,0,0
외상/NNG,3,1,0
우려/NNG;완화/NNG;위험자산/NNG;선호/NNG,1,0,0
지표/NNG;둔화/NNG;금리/NNG;인하/NNG,1,0,0
국제/NNG;유가/NNG;상승/NNG;우려/NNG,1,0,1
크레딧/NNG;거래/NNG;증가/NNG,5,7,12
저하/NNG;부정적/VAX,1,0,0
건전성/NNG;양호/NNG,1,0,0
금리/NNG;증가/NNG,1,0,0
전화위복/NNG,1,0,0
후발주자/NNG,1,6,1
거듭나/VV,1,0,0
머물렀으며/VV,7,0,0
금리/NNG;미/NNG;고용/NNG;지표/NNG;호조/NNG,1,0,1
호조/NNG;미/NNG;국채/NNG;금리/NNG;상승/NNG,1,0,0
고용/NNG;지표/NNG;질적/VAX;개선/NNG,2,0,0
고용/NNG;지표/NNG;발표/NNG;상승/NNG,1,0,0
완화/NNG;채권/NNG;금리/NNG;하락/NNG,3,1,0
채권/NNG;금리/NNG;조정/NNG;압력/NNG,3,3,3
경기/NNG;부양/NNG;가능성/NNG;높/VA,1,1,0
경제/NNG;디플레이션/NNG;우려/NNG,1,0,4
개선/NNG;경제/NNG;성장/NNG,5,7,6
약화/NNG;혼조/NNG,1,0,0
말국/NNG,45,30,45
청신호/NNG,5,0,0
고용자수/NNG;증가/NNG;시장/NNG;예상/NNG;상회/NNG,1,0,0
가교프로그램/NNG,1,0,0
우자/NNG,1,0,0
뛰어오름/VV,1,0,0
매출순위/NNG,1,0,0
투자/NNG;증가/NNG;성장/NNG,0,0,1
무역/NNG;적자/NNG;증가/NNG,0,0,1
금리/NNG;인하/NNG;최저/NNG,0,0,1
경제/NNG;하방/NNG,0,0,3
블록딜/NNG,0,0,1
채구/NNG,1,0,0
중일/NNG,1,0,0
계금/NNG,1,0,5
융사/NNG,1,1,0
자산/NNG;가격/NNG;상승/NNG;압력/NNG,0,0,1
세계/NNG;경기/NNG;둔화/NNG;우려/NNG,3,1,5
자국/NNG;통화/NNG;절상/NNG;막/VV,0,0,1
가격/NNG;상승/NNG;압력/NNG;높/VA,2,3,6
불안요인/NNG;안전자산/NNG;선호/NNG,0,0,1
글로벌/NNG;유동성/NNG;증가/NNG,9,6,13
위험자산/NNG;가격/NNG;부담/NNG,0,0,1
유동성/NNG;환경/NNG;개선/NNG,0,0,1
경제/NNG;회복/NNG;우려/NNG,0,0,2
미/NNG;경제/NNG;견조/NNG,0,0,1
가격/NNG;부담/NNG;낮/VA,0,0,1
채권펀드/NNG;선호/NNG,0,0,1
컨센서스/NNG;밑돌/VV,0,0,1
gdp/NNG;저조/NNG,0,0,1
유동성/NNG;견조/NNG,0,1,1
대외시장/NNG,0,0,4
세속/NNG,0,0,1
원본/NNG,0,2,3
끔/VV,0,1,2
하위분류/NNG,0,0,1
소분/NNG,0,1,2
