,hawkish,neutral,dovish
국제/NNG;유가/NNG;상승/NNG;우려/NNG,4,3,3
유동성/NNG;공급/NNG;최대/NNG,1,3,2
성장/NNG;하회/NNG,3,1,2
무마용/NNG,4,2,2
부진/NNG;유가/NNG;급등/NNG,4,1,5
관리한계/NNG,0,2,0
司正/NNG,2,5,10
뿌리내려/VV,1,2,4
위험/NNG;높/VA;금리/NNG;인상/NNG,0,2,0
보전율/NNG,3,1,3
세계/NNG;경제/NNG;경기/NNG;둔화/NNG,5,5,7
고부/NNG,5,1,3
대외/NNG;fed/NNG;금리/NNG;인상/NNG,0,1,1
불안요인/NNG;높/VA,0,1,1
둔화/NNG;시장/NNG;금리/NNG;상승/NNG,0,1,0
펀더멘털/NNG;기초/NNG;여건/NNG;양호/NNG,4,4,8
우려/NNG;글로벌/NNG;경기/NNG;회복/NNG,1,2,1
연조/NNG,0,1,1
접촉도/NNG,0,4,3
경제/NNG;시장/NNG;우려/NNG,1,1,3
위협/NNG;아니/VCN,13,8,8
경천동지/NNG,1,1,1
소요죄/NNG,0,4,8
목금/NNG,0,2,2
금금/NNG,2,3,3
해부학/NNG,0,1,3
단기/NNG;충격/NNG;그치/VV,16,5,5
찾아올지/VV,2,1,3
세계/NNG;경제/NNG;장기/NNG;침체/NNG,3,10,13
침체/NNG;불확실성/NNG,2,4,1
둔화/NNG;멈추/VV,2,2,1
경기/NNG;둔화/NNG;우려/NNG;지정학/NNG;위험/NNG,2,3,0
인포테인먼트/NNG,0,1,0
망해야/VV,1,1,1
접해야/VV,1,1,1
연체율/NNG;낮/VV,3,1,8
월산/NNG,0,1,1
소안/NNG,1,2,3
책임분양/NNG,3,2,1
박홍/NNG,0,1,0
비언/NNG,4,4,2
냉각/NNG;조짐/NNG,7,2,8
pmi/NNG;예상/NNG;밑돌/VV,5,5,2
예상/NNG;깨/VV;감소/NNG,7,2,3
어렵/VA;전망/NNG;높/VA,4,5,7
주문/NNG;부진/NNG,3,5,4
국고채/NNG;절대/MAG;금리/NNG;부담/NNG,1,1,1
절대/MAG;금리/NNG;부담/NNG;크/VV,0,2,2
위한다지만/VV,0,1,0
아우성쳐도/VV,0,1,0
저작/NNG,1,3,11
벌판/NNG,3,2,1
좁쌀/NNG,0,3,0
수신제/NNG,5,1,9
자급자족/NNG,2,4,7
복/MAG,0,1,0
경제/NNG;성장/NNG;전망/NNG;하방/NNG;위험/NNG,1,7,0
통화/NNG;완화/NNG;부작용/NNG,0,1,3
과도/NNG;통화/NNG;완화/NNG,2,1,2
급속/NNG;침체/NNG,3,2,1
금리/NNG;하락/NNG;가격/NNG;부담/NNG,5,2,1
금리/NNG;불가능/NNG,1,1,2
단고/NNG,0,1,1
국고채/NNG;입찰/NNG;우려/NNG,2,3,1
귀담아듣/VV,2,2,5
이루어진다는/VV,5,1,3
디플레이션/NNG;가능성/NNG;낮/VA,2,7,3
침체/NNG;가능성/NNG;배제/NNG,2,4,2
금리/NNG;증가/NNG,3,7,7
선진화/NNG,15,4,4
負/NNG,5,2,5
외국인/NNG;장기물/NNG;매수/NNG;확대/NNG,0,1,0
외국인/NNG;채권시장/NNG;강세/NNG,1,1,0
듀레이션/NNG;넘/VV,2,3,0
여겨진다면/VV,2,1,1
下界/NNG,0,1,0
계열분리/NNG,6,9,23
국채/NNG;스프레드/NNG;상승/NNG,4,1,1
신흥국/NNG;불안/NNG;확대/NNG,1,3,2
차환/NNG;물량/NNG;부담/NNG,0,2,0
신용시장/NNG;불안/NNG,7,1,16
대외/NNG;수요/NNG;감소/NNG,3,3,5
삼농/NNG,3,2,10
경기/NNG;추락/NNG,8,8,18
장기물/NNG;강세/NNG;커브/NNG;플래트닝/NNG,0,1,0
둔화/NNG;우려/NNG;우호적/VAX,0,1,0
가파른지/VA,0,2,0
둔화/NNG;경기/NNG;불확실성/NNG,0,1,1
내다봐/VV,6,4,5
채권/NNG;금리/NNG;조정/NNG;압력/NNG,0,2,1
하락/NNG;추세/NNG;금리/NNG;인하/NNG,0,2,0
금성천리/NNG,1,1,0
金城/NNG,1,1,0
홍조/NNG,0,1,1
지수/NNG;넘/VV;밀리/VV,1,1,2
주아/NNG,2,1,2
오에/NNG,4,1,2
높/VA;장기물/NNG;금리/NNG;하락/NNG,1,1,0
장기물/NNG;금리/NNG;하락/NNG;크/VV,0,1,1
금리/NNG;하락/NNG;기대/NNG;높/VA,3,1,1
경기/NNG;둔화/NNG;심하/VA,4,3,1
지표/NNG;악화/NNG;경기/NNG;둔화/NNG;우려/NNG,1,1,0
둔화/NNG;우려/NNG;심각/NNG,1,1,2
하향/NNG;주가/NNG;급락/NNG,1,1,3
동서고금/NNG,2,2,4
영물/NNG,1,2,0
靈物/NNG,0,1,0
두운/NNG,2,1,1
여의봉/NNG,0,1,0
신통력/NNG,1,1,1
부귀/NNG,0,1,0
길한/VA,0,1,0
키웠었/VV,0,1,3
창발/NNG,1,1,7
생동/NNG,8,2,7
원/NNG;환율/NNG;오르/VV,7,5,15
밝혔으므로/VV,0,3,0
頌/NNG,0,1,0
찰임/NNG,0,1,1
국적법/NNG,13,1,3
경기/NNG;좋/VA;없/VA,1,1,1
자금/NNG;이탈/NNG;완화/NNG,1,1,1
뽑아낼/VV,0,5,1
제로금리/NNG;낮/VV,4,3,2
바우처제도/NNG,8,2,4
휴양림/NNG,12,11,5
보전산지/NNG,5,1,3
국유림/NNG,1,7,3
대부료/NNG,0,6,3
모두베기/NNG,0,1,0
가계/NNG;기업/NNG;이자/NNG;부담/NNG;증가/NNG,3,2,0
개혁주의/NNG,0,1,2
위함일/VV,0,2,2
물가/NNG;상승/NNG;억제/NNG;금리/NNG;인상/NNG,1,1,0
구랍/NNG,44,63,37
국고채/NNG;금리/NNG;증시/NNG;하락/NNG,3,1,1
인하/NNG;기대/NNG;강하/VA,2,2,0
침체/NNG;악재/NNG,1,3,4
하우/NNG,2,2,1
천변만화/NNG,0,1,0
쓰라림/VA,1,2,0
율과/NNG,0,1,1
이편/NNG,2,1,0
중단기/NNG;금리/NNG;하락/NNG,0,1,0
경제/NNG;성장률/NNG;물가/NNG;상승률/NNG;하향/NNG,0,5,1
펀더멘털/NNG;우위/NNG,1,3,4
당분간/MAG;채권시장/NNG;우호적/VAX,4,3,0
국채선물/NNG;상승/NNG;늘/VV,4,5,3
부진/NNG;가격/NNG;부담/NNG,2,2,1
국채/NNG;가격/NNG;증시/NNG;하락/NNG,0,1,1
암만/NNG,1,2,3
구조개혁/NNG;경제/NNG;체질/NNG;개선/NNG,4,3,5
변동성/NNG;확대/NNG;부정적/VAX,1,2,0
칭한다/VV,1,1,1
명차/NNG,4,6,4
점간/NNG,6,4,5
津/NNG,3,5,6
서서/NNG,1,5,4
위험/NNG;국제/NNG;유가/NNG;하락/NNG,0,2,0
누라/NNG,0,1,2
정상/NNG;성장/NNG,16,5,15
팔만대장경/NNG,2,4,0
갑오개혁/NNG,0,3,0
아관/NNG,1,4,0
파천/NNG,0,3,0
을미사변/NNG,0,1,0
고종/NNG,1,1,1
긴축/NNG;우려/NNG;금리/NNG;인상/NNG,5,2,1
신흥시장/NNG;흔들/VV,6,2,6
금리/NNG;변동/NNG;위험/NNG;완화/NNG,4,2,5
금리/NNG;전망/NNG;금리/NNG;인상/NNG,1,1,5
채권/NNG;발행/NNG;금리/NNG;상승/NNG,5,1,1
과도/NNG;비관/NNG,2,2,1
소용돌이치/VV,1,2,1
안구/NNG,4,1,3
회복/NNG;확보/NNG,0,1,0
닥쳐온다/VV,0,2,0
차가워/VA,1,1,2
불철주야/NNG,1,2,2
주문자/NNG,2,4,5
경기/NNG;둔화/NNG;지정학/NNG;위험/NNG,3,2,0
의료업/NNG,3,5,7
매달린다면/VV,0,1,0
부진/NNG;성장/NNG;모멘텀/NNG,2,2,4
한뜻/NNG,1,3,3
범선/NNG,2,1,2
逆風/NNG,2,2,1
元年/NNG,1,2,2
남북통일/NNG,16,3,8
이법/NNG,0,1,1
실물/NNG;경기/NNG;악영향/NNG,3,2,2
불안/NNG;실물/NNG;경제/NNG;둔화/NNG,1,2,2
경기/NNG;둔화/NNG;부정적/VAX,7,4,2
하락/NNG;환율/NNG;급등/NNG,9,3,5
담보/NNG;최저/NNG,4,3,4
信義/NNG,2,1,0
나눠졌/VV,2,2,4
완충녹지/NNG,1,2,1
부채총계/NNG,13,5,12
위축/NNG;경제/NNG;성장/NNG;둔화/NNG,1,1,1
물가/NNG;안정/NNG;회복/NNG,3,1,1
성공/NNG;아니/VCN,3,2,1
유전병/NNG,4,3,1
뇌경색/NNG,7,1,12
선하/VV,0,1,1
세끼/NNG,1,3,4
한식당/NNG,9,5,5
실적/NNG;흑자전환/NNG,0,1,5
부동산금융업/NNG,0,1,0
다져온/VV,6,5,1
담겨져/VV,7,6,6
갈아입/VV,4,4,5
기워/VV,0,2,0
진하/VV,0,1,1
동양화/NNG,0,1,2
위협/NNG;높/VA,3,1,1
소비/NNG;투자/NNG;양호/NNG,1,1,2
明若觀火/NNG,0,1,0
일상화/NNG,0,1,0
대외/NNG;악화/NNG,1,1,3
안정/NNG;흑자/NNG,1,2,4
조선조/NNG,0,2,0
병귀신속/NNG,0,1,0
兵貴神速/NNG,0,1,0
물가/NNG;상승률/NNG;목표/NNG;낮/VA,5,3,3
담금질/NNG,10,5,6
고귀/NNG,3,2,4
멋지/VV,2,1,4
환위험/NNG;관리/NNG;강화/NNG,4,3,4
한계사업/NNG,4,5,5
뜨거워진/VV,3,3,1
경영자원/NNG,2,1,2
史記/NNG,1,2,2
가라앉힌다/VV,0,1,2
다한다면/VV,4,4,1
상량식/NNG,2,2,1
위호/NNG,9,4,0
射/NNG,3,2,0
안녕하/VA,2,1,2
미년/NNG,7,8,0
魂/NNG,3,2,1
담자/NNG,0,3,4
재삼/MAG,2,1,0
존망/NNG,2,2,7
將軍/NNG,0,1,0
列傳/NNG,0,1,0
맞힌/VV,5,4,5
지수/NNG;소폭/MAG;개선/NNG,3,2,13
창주/NNG,0,1,0
감사국/NNG,0,1,1
감사단/NNG,1,1,3
노적/NNG,0,1,0
露積/NNG,0,1,0
우려/NNG;신흥국/NNG;금융시장/NNG;불안/NNG,2,1,2
同苦/NNG,0,1,0
同樂/NNG,1,1,0
개인자산관리계좌/NNG,0,3,0
평년작/NNG,5,2,2
동화가치/NNG,24,11,11
원자재/NNG;가격/NNG;저점/NNG,0,2,1
소비/NNG;수요/NNG;위축/NNG,0,3,2
제조업/NNG;지수/NNG;악화/NNG,6,1,6
波瀾/NNG,0,1,0
무법/NNG,3,4,2
구조/NNG;쉽/VA,2,1,3
급락/NNG;금융/NNG;불안/NNG,1,1,0
자금시장/NNG;악화/NNG,1,4,4
육가/NNG,0,1,0
비밀주/NNG,1,1,1
피울/VV,5,2,3
구조조정/NNG;가능성/NNG;높/VA,1,0,0
가치파괴/NNG,3,0,0
서형/NNG,3,1,3
기업/NNG;부도/NNG;위험/NNG,16,5,19
부채/NNG;급등/NNG,2,0,3
保定/NNG,1,1,9
天威/NNG,1,1,9
독회/NNG,4,0,3
신용/NNG;부담/NNG,8,1,4
손실/NNG;위험/NNG;작/VA,2,1,2
공급/NNG;과잉/NNG;가격/NNG;하락/NNG,5,0,2
전망/NNG;낮/VV;금리/NNG;내리/VV,3,1,1
하향/NNG;매파/NNG,1,0,0
교역/NNG;높/VA,2,0,0
대한다는/VV,1,1,0
pmi/NNG;시장/NNG;예상/NNG;하회/NNG,1,4,0
인하/NNG;금융시장/NNG;안정/NNG,1,0,0
인하/NNG;시장/NNG;안정/NNG,1,0,2
아직/MAG;신용위험/NNG,2,1,1
식별력/NNG,1,0,0
이자/NNG;확보/NNG,3,1,1
증권관리위원회/NNG,2,0,4
인플레이션/NNG;전망/NNG;상승/NNG,3,4,2
둔화/NNG;우려/NNG;약화/NNG,2,4,4
취했으며/VV,7,4,4
핵심/NNG;수주/NNG;감소/NNG,2,0,2
천왕/NNG,8,0,7
용마루/NNG,1,0,0
좀처럼/MAG;안정/NNG;찾/VV;못하/VX,6,1,2
시퍼렇/VA,4,1,1
원자재/NNG;가격/NNG;추락/NNG,10,6,6
베트콩/NNG,2,0,0
절화/NNG,9,5,8
김국/NNG,6,4,8
사후정산/NNG,11,5,4
주야/NNG,3,0,2
노도/NNG,1,0,1
은행/NNG;압력/NNG,3,2,2
파워볼/NNG,5,2,0
사귄다는/VV,1,0,0
이자보상배율/NNG;떨어/VV,2,1,0
주택연금/NNG;확대/NNG,2,1,3
시중/NNG;금리/NNG;넘/VV,1,0,0
펀드오브펀드/NNG,27,7,13
풀에/NNG,1,0,0
기대/NNG;경기/NNG;둔화/NNG;우려/NNG,1,2,2
하락/NNG;영향/NNG;감소/NNG,1,3,3
도도히/MAG,2,0,0
가소/NNG,5,1,0
심리/NNG;경기/NNG;회복/NNG,2,0,6
달러원/NNG;상회/NNG,1,3,3
변동성/NNG;강하/VA,15,3,6
전망/NNG;절대/MAG;금리/NNG;부담/NNG,1,0,2
소비자/NNG;물가/NNG;밑돌/VV,2,1,7
굳센/VA,1,0,0
환경/NNG;과도/NNG,3,0,3
약화/NNG;하락/NNG;압력/NNG,3,0,1
밀어낼/VV,3,0,4
구조적/VAX;소비/NNG;제약/NNG,1,0,1
소비/NNG;여력/NNG;확충/NNG,3,2,6
차인데/NNG,1,1,4
강하/VA;않/VX;우려/NNG,4,0,3
가격/NNG;상승/NNG;가격/NNG;하락/NNG,1,0,2
가격/NNG;하락/NNG;축소/NNG;높/VA,1,0,5
주춤거림/VV,1,0,1
요타/NNG,4,1,0
회복/NNG;여의치/VA;않/VX,3,1,2
솟아날/VV,1,1,2
참다랑어/NNG,4,1,1
말쥐치/NNG,1,0,0
병어/NNG,1,2,1
장려급/NNG,1,0,0
최대한/NNG;안정/NNG,5,1,3
불확실/NNG;위험/NNG,6,1,6
내수/NNG;부진/NNG;경기/NNG;회복/NNG,3,2,5
최고점/NNG;낮/VA,1,0,2
죽탕/NNG,1,0,0
매춘부/NNG,3,0,2
순구/NNG,2,0,0
관요/NNG,1,0,0
원심분리기/NNG,6,1,4
배수관/NNG,2,1,1
온배수/NNG,4,0,0
양육권/NNG,2,0,0
비속어/NNG,1,0,0
위탁금/NNG,3,0,1
인상/NNG;문제/NNG;많/VA,1,0,0
콰이어/NNG,3,1,3
대외/NNG;불안/NNG;확대/NNG,1,0,0
번거로움/VA,1,1,0
失機/NNG,5,2,8
우리세대/NNG,6,4,7
전지전능/NNG,2,2,5
성년식/NNG,2,0,0
근검절약/NNG,3,0,3
아낀다/VV,7,1,3
부정적/VAX;영향/NNG;방지/NNG,1,0,0
대외/NNG;높/VA,4,0,3
금융상황/NNG;악화/NNG,3,1,2
낮/VA;장기/NNG;금리/NNG;하락/NNG,1,2,0
생산/NNG;활동/NNG;둔화/NNG,4,1,6
경기/NNG;침체/NNG;성장/NNG;둔화/NNG,3,2,2
눈발/NNG,10,6,4
맛봤/VV,32,3,26
조별/NNG,14,2,20
선제골/NNG,9,3,6
타보/NNG,6,1,2
단기/NNG;금리/NNG;부담/NNG,8,2,4
찾아본/VV,1,0,1
가격/NNG;국채/NNG;가격/NNG;하락/NNG,2,0,3
급락/NNG;환율/NNG;급등/NNG,14,3,18
경제/NNG;활동/NNG;확대/NNG,3,2,1
하향/NNG;경기/NNG;둔화/NNG;우려/NNG,1,0,0
소비/NNG;여력/NNG;위축/NNG,5,1,4
인하/NNG;막/VV,3,1,0
개협/NNG,2,0,2
간청/NNG,5,0,5
종결자/NNG,3,0,1
옥구슬/NNG,2,0,0
징비/NNG,3,0,0
懲毖/NNG,3,1,0
후락/NNG,2,0,0
성장/NNG;회복/NNG;이어지/VV;완화/NNG,2,3,1
금융시장/NNG;바닥/NNG,4,0,3
수요/NNG;충족/NNG;어렵/VA,2,0,0
지신/NNG,1,0,1
원배/NNG,4,0,4
고르디우스의매듭/NNG,1,0,1
후우/NNG,1,0,0
後憂/NNG,1,0,0
경보기/NNG,9,0,7
보조비/NNG,8,5,3
발비/NNG,2,1,1
련비/NNG,1,0,2
월동비/NNG,1,1,0
인상/NNG;내수/NNG;부진/NNG,6,0,1
경제/NNG;침체/NNG;벗어나/VV;못하/VX,5,2,1
성장/NNG;둔화/NNG;취약/NNG,1,0,3
재정/NNG;적자/NNG;심각/NNG,11,2,5
최대/NNG;재정/NNG;적자/NNG,4,1,5
담화문/NNG,14,15,16
당분간/MAG;경제/NNG;회복/NNG,2,0,1
로점/NNG,1,1,1
원유/NNG;생산/NNG;줄/VV;않/VX,4,1,3
가수요/NNG;감소/NNG,8,0,6
이둔/NNG,1,0,0
유기물/NNG,2,0,0
대외/NNG;불확실성/NNG;증폭/NNG,1,1,4
전세난/NNG;심각/NNG,6,1,3
빨리빨리/MAG,7,3,6
바꿔갔/VV,1,0,1
이탈/NNG;가속/NNG;우려/NNG,1,1,1
설량/NNG,2,0,3
미끄러워/VA,1,0,0
경기/NNG;부양/NNG;효과/NNG;약하/VA,3,3,2
위축/NNG;경기/NNG;부양/NNG,1,1,0
영영/MAG,7,3,10
면해/VV,6,2,9
경기/NNG;둔화/NNG;위안/NNG;절하/NNG,2,1,3
인토/NNG,2,1,1
초식/NNG,1,3,3
우려/NNG;쉽/VA;해소/NNG,5,1,3
정렬/NNG,3,1,6
저성장/NNG;우려/NNG;확산/NNG,3,3,3
차금/NNG,5,2,1
irs/NNG;갭/NNG;스왑베이시스/NNG;소폭/MAG;축소/NNG,6,2,4
단기/NNG;금리/NNG;빠지/VV,2,1,1
국채선물/NNG;일시적/VAX,3,0,1
무미건조/NNG,3,1,7
지상군/NNG,21,17,19
리보/NNG;하락/NNG,8,0,26
유가/NNG;하락/NNG;가격/NNG;하락/NNG,2,3,1
재정/NNG;지출/NNG;감축/NNG,20,7,27
양적완화/NNG;통화/NNG;완화/NNG,2,4,0
실적/NNG;좋/VA;못하/VX,7,1,3
戰後/NNG,3,0,10
금리/NNG;국채/NNG;높/VA,2,0,1
스트레이트본드/NNG,2,0,2
경제/NNG;완만/NNG;둔화/NNG,5,1,7
안정/NNG;통제/NNG,3,0,1
신화사/NNG,3,1,2
속해야/VV,3,0,0
제태/NNG,1,0,1
어려서/VA,4,1,0
끄덕여진다/VV,2,0,0
보등/NNG,1,0,0
유한책임회사/NNG,2,5,0
허시/VV,1,0,0
단기물/NNG;금리/NNG;하락/NNG;제한/NNG,3,3,3
절상/NNG;가능성/NNG;크/VV,2,1,1
역외/NNG;환율/NNG;소폭/MAG;상승/NNG,14,3,15
제한세율/NNG,1,0,9
전해야/VV,4,1,1
매파/NNG;못하/VX,1,0,0
상궤/NNG,1,0,0
채권투자/NNG;긍정적/VAX,1,2,0
투자수익률/NNG;확보/NNG,1,0,0
송기/NNG,3,3,1
인플레이션/NNG;상승/NNG;압력/NNG;높/VV,4,2,1
못했으며/VA,2,1,2
野渡/NNG,3,0,0
목왕/NNG,1,0,0
牧/NNG,1,0,0
吉州/NNG,1,0,0
使君/NNG,1,0,0
들판/NNG,4,1,4
春秋/NNG,4,0,1
氏/NNG,8,0,1
傳/NNG,2,0,2
제구/NNG,3,2,6
포신/NNG,3,1,4
除/NNG,2,1,0
書經/NNG,2,1,0
胡/NNG,4,3,2
일념통천/NNG,3,0,0
기략/NNG,2,0,0
종횡/NNG,3,1,1
機略/NNG,2,0,0
縱橫/NNG,2,0,0
재무구조/NNG;좋/VA,5,0,1
둡니다/VV,1,0,0
어떠신가요/VA,1,0,2
어려워집니다/VA,3,1,1
유가/NNG;원자재/NNG;가격/NNG;불안/NNG,7,2,0
서부텍사스산원유/NNG;낮/VA,2,1,2
신흥국/NNG;위기/NNG;확산/NNG,7,4,6
위기/NNG;확산/NNG;우려/NNG,11,3,4
경구/NNG,4,6,7
산류/NNG,4,0,0
명필/NNG,3,0,0
능서/NNG,1,2,0
能書/NNG,1,1,0
擇/NNG,1,1,0
말굽/NNG,3,0,1
停/NNG,3,0,2
원비지세/NNG,2,1,0
猿臂之勢/NNG,1,1,0
근주/NNG,2,1,0
革/NNG,2,1,1
舊習/NNG,2,1,0
금융중개기능/NNG;위축/NNG,2,0,4
대출/NNG;금리/NNG;오르/VV;어렵/VA,3,2,1
긴급대/NNG,1,5,0
자국/NNG;경제/NNG;회복/NNG,2,2,7
발행/NNG;자금/NNG;흡수/NNG,2,1,2
경제/NNG;회복/NNG;않/VX,1,0,0
경제/NNG;성장률/NNG;악화/NNG,1,2,4
fed/NNG;돈/NNG;풀/VV,2,1,4
고용계수/NNG,1,0,0
차고/NNG,2,2,4
전근대/NNG,3,1,4
큰다는/VV,1,0,1
전찬/NNG,1,0,0
금융위기/NNG;주택시장/NNG;침체/NNG,3,0,3
수요측면/NNG;인플레이션/NNG;압력/NNG;높/VA,1,1,2
임금/NNG;인상/NNG;물가/NNG;상승/NNG,6,0,4
대분열/NNG,1,0,7
빙하기/NNG,4,6,9
재도/MAG,1,0,0
상한/NNG;금리/NNG;낮/VV,6,2,4
넘어갔었/VV,1,0,0
지연작전/NNG,2,0,1
계약법/NNG,17,3,21
動因/NNG,4,0,2
경제/NNG;성장률/NNG;전망/NNG;낮/VV;잡/VV,4,1,6
세계/NNG;경제/NNG;경착륙/NNG,7,0,1
대외/NNG;수요/NNG;둔화/NNG,4,1,4
저개발국/NNG,5,2,4
일할/NNG,1,0,5
귀하/NNG,2,0,0
害/NNG,2,2,4
단조로운/VA,4,1,2
솜구름/NNG,1,0,0
물가/NNG;상승률/NNG;예상/NNG;낮/VV,3,0,0
권강/NNG,2,1,1
어효/NNG,1,0,0
은광/NNG,1,1,2
베이스캠프/NNG,4,0,2
자승/NNG,3,2,4
하나님/NNG,4,0,0
가호/NNG,2,0,1
개선/NNG;효과/NNG;제한적/VAX,6,0,1
을미/NNG,14,5,2
마하경영/NNG,2,0,0
跳躍/NNG,1,0,1
솟구쳐/VV,5,1,4
희구/NNG,1,0,1
希求/NNG,1,0,0
希望/NNG,1,0,0
희원/NNG,1,0,1
希願/NNG,1,0,0
울적/NNG,1,0,1
鬱/NNG,1,0,0
작심삼일/NNG,4,4,0
종순/NNG,1,0,0
우쿨렐레/NNG,1,0,0
성미/NNG,1,0,1
안전자산/NNG;국채/NNG;가격/NNG;상승/NNG,5,3,10
낙폭/NNG;확대/NNG;상승/NNG,4,4,1
인년/NNG,2,2,3
발기인/NNG,15,8,2
기폭/NNG,0,3,1
핵분열/NNG,2,1,3
원자탄/NNG,0,1,2
금리/NNG;인상/NNG;우려/NNG;금리/NNG;인상/NNG,3,1,1
둔화/NNG;인상/NNG,0,1,1
총공급곡선/NNG,0,1,0
인하/NNG;확신/NNG;없/VA,0,2,0
실적시즌/NNG;불안/NNG,3,2,11
급락/NNG;거품/NNG,2,1,2
출반/NNG,0,1,1
발행시장/NNG;개선/NNG,0,1,0
어둑/NNG,0,1,1
국채/NNG;가격/NNG;움직임/NNG;제한/NNG,3,9,6
불확실성/NNG;요인/NNG;해소/NNG,5,2,5
딤/NNG,5,3,1
상향등/NNG,1,2,0
이탈/NNG;금리/NNG;급등/NNG,0,1,0
이자/NNG;높/VV,4,1,3
경제/NNG;성장/NNG;장애/NNG,0,1,2
재정/NNG;적자/NNG;해소/NNG,16,6,12
이른다면서/VV,4,5,2
암소/NNG,2,8,10
군데군데/NNG,0,1,1
쾌재/NNG,7,7,14
부른지/VV,0,1,0
부채/NNG;우려/NNG;높/VA,0,1,0
crs/NNG;금리/NNG;달러원/NNG;급등/NNG,0,5,1
irs/NNG;시장/NNG;안정/NNG,2,1,1
지워진다/VV,1,1,0
체납금/NNG,0,3,1
완제/NNG,4,2,2
지준/NNG;적수/NNG;플러스/NNG,0,2,3
자산/NNG;불안/NNG,4,1,6
국고채/NNG;금리/NNG;국고채/NNG;금리/NNG;하락/NNG,0,1,1
경제금융상황점검회의/NNG,44,24,12
여밀/VV,0,1,0
채권시장/NNG;안전자산/NNG;선호/NNG;강세/NNG,3,4,1
심리/NNG;밀리/VV,0,1,1
조우/NNG,8,8,15
생산함수/NNG,9,3,0
기업공개/NNG;물량/NNG;부담/NNG,6,2,3
gdp/NNG;밑돌/VV,6,4,1
주택시장/NNG;불황/NNG,8,3,5
슬립/NNG,0,2,0
숙면/NNG,3,1,0
대외/NNG;환경/NNG;불확실성/NNG,6,2,5
해줘도/VV,3,1,1
약화/NNG;경기/NNG;둔화/NNG,2,3,2
비에너지/NNG,4,1,3
헤집/VV,6,1,4
해댄/VV,0,1,0
기능직/NNG,4,2,7
호언/NNG,7,3,9
금리/NNG;인상/NNG;경제/NNG;위험/NNG,2,2,0
유가/NNG;감소/NNG,1,1,0
목함지뢰/NNG,17,4,4
고사포/NNG,1,1,1
제조업/NNG;수출/NNG;부진/NNG,1,5,2
실적/NNG;전망/NNG;부정적/VAX,4,3,3
경제/NNG;고금리/NNG,4,4,2
상승률/NNG;내리/VV,2,4,4
금융시장/NNG;증시/NNG;하락/NNG,1,3,3
콜롬보/NNG,6,2,1
失效/NNG,3,0,0
불안요인/NNG;경기/NNG;둔화/NNG,3,0,1
약체화/NNG,1,0,0
경제/NNG;성장/NNG;견인차/NNG,3,2,2
서부텍사스산원유/NNG;떨어/VV;최저/NNG,1,0,0
삼각파/NNG,2,1,3
면전/NNG,7,3,2
전차선/NNG,2,0,0
총포/NNG,4,3,1
도검/NNG,5,0,1
뎅기열/NNG,6,0,8
슈터/NNG,1,0,1
생산/NNG;감소/NNG;우려/NNG,6,2,1
전망/NNG;경제/NNG;성장률/NNG;하향/NNG,1,2,1
수폭/NNG,2,0,2
풍계/NNG,1,0,0
얼렸/VV,3,1,6
악질/NNG,8,0,7
깜놀/NNG,1,0,0
수임인/NNG,1,0,0
경제/NNG;신흥국/NNG;성장/NNG,1,0,0
회복/NNG;고용/NNG;개선/NNG,3,2,1
금리/NNG;높/VA;크레딧/NNG;관심/NNG;높/VA,1,1,0
낮/VA;절대/MAG;금리/NNG;높/VA,1,0,0
크레딧/NNG;시장/NNG;회복/NNG,3,0,1
크레딧/NNG;비중/NNG;높/VV,2,0,2
유가/NNG;원유/NNG;재고/NNG;급감/NNG,1,2,3
지수/NNG;경기/NNG;둔화/NNG,2,3,2
예상/NNG;급락/NNG,3,0,6
재정위기/NNG;신용등급/NNG;강등/NNG,2,0,1
하락/NNG;거래/NNG;중단/NNG,1,1,9
인플레이션/NNG;하향/NNG;압력/NNG,2,2,0
고장난/VV,7,2,7
느림/NNG,2,0,5
트라이앵글/NNG,8,0,11
송신/NNG,6,0,1
운송업자/NNG,2,0,1
사탕/NNG,6,4,9
주택건설사업/NNG,10,5,8
하난데/NNG,1,0,0
손꼽힌다는/VV,2,0,0
도급제/NNG,5,2,1
지분제/NNG,4,0,1
인상/NNG;국채/NNG;수익률/NNG;상승/NNG,1,0,0
괘념/NNG,5,0,3
유로존/NNG;산업/NNG;생산/NNG;증가/NNG,6,0,6
금리/NNG;보합/NNG;하락/NNG,5,5,7
가격/NNG;부담/NNG;우려/NNG,2,2,0
지정학/NNG;불안정/NNG;약세/NNG,3,2,4
고용/NNG;증가/NNG;예상/NNG;웃돌/VV,6,0,1
fed/NNG;만장일치/NNG;금리/NNG;인상/NNG,4,0,3
중장기성장성/NNG,9,3,6
금리/NNG;상승/NNG;가능성/NNG;제한적/VAX,1,0,2
정책/NNG;탈피/NNG,3,2,0
금리/NNG;급락/NNG;영향/NNG;강세/NNG,5,3,3
엽산/NNG,2,1,1
환경개선부담금/NNG,2,0,8
쓰레기종량제/NNG,8,1,5
쓰레기수거/NNG,4,6,4
주택담보대출/NNG;대출/NNG;증가/NNG,4,0,0
증가분/NNG;늘/VV,1,0,2
우려/NNG;좀처럼/MAG;해소/NNG,1,0,3
찾아드/VV,2,0,0
원유/NNG;떨어/VV,1,1,1
마야/NNG,1,2,1
돌아옴/VV,6,1,3
