,hawkish,neutral,dovish
화학제품/NNG,1,0,4
명암/NNG,0,0,1
가신/NNG,0,0,1
우선/NNG,3,2,3
개척/NNG,0,0,1
연방법원/NNG,0,0,1
합헌/NNG,0,0,1
기후/NNG,2,3,1
쌓이/VV,0,0,1
신용열위채권/NNG,0,0,1
외수/NNG,0,0,1
고부가가치/NNG,0,0,1
신상품/NNG,0,0,2
부동산정책/NNG,0,0,1
채무조정/NNG,0,1,3
수출산업/NNG,0,0,2
매입계획/NNG,0,0,1
실마리/NNG,0,0,1
잡아가/VV,0,0,1
느/NNG,1,0,1
낌/NNG,0,0,1
대도/NNG,0,0,1
약간/MAG,8,2,4
경기전/NNG,0,0,1
망/NNG,4,1,1
앵커/NNG,0,0,1
집착/NNG,0,0,1
냉철/NNG,0,0,1
소득재분배/NNG,1,0,1
불어넣/VV,0,0,1
취업/NNG,1,0,1
용개/NNG,0,0,1
트로이/NNG,0,0,1
카/NNG,2,1,2
실사/NNG,1,0,1
내놓/VV,2,0,2
하한/NNG,2,2,7
판결/NNG,0,0,1
만장일치/NNG,3,1,4
전원/NNG,13,3,5
찬성/NNG,13,3,6
결사/NNG,2,2,2
안건/NNG,0,0,1
베이비붐세대/NNG,0,0,1
퇴직/NNG,0,0,1
종사/NNG,0,0,1
행할/VV,0,0,1
대위변제/NNG,0,0,1
적립금/NNG,0,0,1
전액/NNG,0,1,1
부적절/NNG,0,0,1
양측/NNG,0,0,2
동등/NNG,0,0,1
광범위/NNG,3,0,2
관여/NNG,0,0,1
호응/NNG,0,0,1
비주거/NNG,2,0,2
경신/NNG,22,1,7
담배/NNG,0,0,2
부품/NNG,9,4,11
예술/NNG,1,0,2
여가/NNG,1,0,1
가량/NNG,0,0,1
약보합/NNG,4,0,4
직일/VV,0,0,1
표준편차/NNG,0,0,3
카드채/NNG,3,0,5
모는/VV,0,0,1
주식발행/NNG,16,2,8
기업공개/NNG,3,0,3
가철/NNG,0,0,1
법정관리/NNG,0,0,1
제조업체/NNG,0,0,1
연체액/NNG,0,0,3
겸영/NNG,2,1,6
전업/NNG,4,1,9
물가/NNG;상승률/NNG;공공요금/NNG;인상/NNG;압력/NNG,0,0,2
금리/NNG;인하/NNG;기대/NNG;안전자산/NNG;선호/NNG,0,0,1
소비자/NNG;물가/NNG;농산물/NNG;가격/NNG;안정/NNG,1,0,1
둔화/NNG;국제/NNG;원자재/NNG;가격/NNG;하락/NNG,0,0,1
가계/NNG;대출/NNG;원리금/NNG;상환/NNG;부담/NNG,0,0,1
국제/NNG;유가/NNG;곡물/NNG;가격/NNG;상승/NNG,0,0,3
소비/NNG;설비/NNG;투자/NNG;내수/NNG;회복/NNG,1,0,2
시차/NNG;두/VV;물가/NNG;상승/NNG;압력/NNG,1,0,1
글로벌/NNG;금융위기/NNG;경기/NNG;회복/NNG,0,0,1
재정위기/NNG;경기/NNG;둔화/NNG;우려/NNG,0,0,1
경기/NNG;회복/NNG;금융시장/NNG;안정/NNG,1,0,1
소비자/NNG;물가/NNG;상승률/NNG;안정/NNG,0,0,1
소비자/NNG;물가/NNG;상승률/NNG;하락/NNG,0,1,2
고정/NNG;금리/NNG;대출비중/NNG;확대/NNG,1,0,1
불확실성/NNG;소비/NNG;심리/NNG;위축/NNG,0,0,1
전면/NNG;구제금융/NNG;신청/NNG;우려/NNG,0,0,1
국채/NNG;안전자산/NNG;선호/NNG;강화/NNG,0,0,2
cd/NNG;금리/NNG;스프레드/NNG;축소/NNG,0,0,1
경기/NNG;성장/NNG;모멘텀/NNG;약화/NNG,0,0,1
유로존/NNG;경제/NNG;하방/NNG;위험/NNG,0,0,1
경제/NNG;성장/NNG;모멘텀/NNG;약화/NNG,0,0,1
경제/NNG;유로존/NNG;위험/NNG;증대/NNG,0,0,2
추경/NNG;편성/NNG;금리/NNG;인하/NNG,0,0,1
가격/NNG;하락/NNG;경기/NNG;둔화/NNG,0,0,1
가계/NNG;부채/NNG;소비/NNG;위축/NNG,0,0,1
가격/NNG;하락/NNG;물가/NNG;안정/NNG,0,0,1
국제/NNG;곡물/NNG;가격/NNG;상승/NNG,0,1,1
유가/NNG;하락/NNG;수입/NNG;감소/NNG,0,0,1
경상/NNG;수지/NNG;무역/NNG;흑자/NNG,0,0,2
소비자/NNG;물가/NNG;상승률/NNG;낮/VA,1,0,3
소비/NNG;투자/NNG;내수/NNG;회복/NNG,1,0,1
소비/NNG;투자/NNG;내수/NNG;부진/NNG,2,1,5
가격/NNG;상승/NNG;물가/NNG;상승/NNG,0,0,2
경제/NNG;하방/NNG;위험/NNG;확대/NNG,0,0,1
경기/NNG;침체/NNG;장기/NNG;우려/NNG,0,0,1
수출/NNG;내수/NNG;부진/NNG;성장/NNG,0,0,1
내수/NNG;부진/NNG;성장/NNG;둔화/NNG,2,1,1
국제/NNG;곡물/NNG;가격/NNG;불안/NNG,0,0,1
경기/NNG;둔화/NNG;금리/NNG;인하/NNG,0,0,1
금리/NNG;장기/NNG;금리/NNG;하락/NNG,1,0,2
자금/NNG;조달/NNG;금리/NNG;하락/NNG,0,0,1
외화차입/NNG;스프레드/NNG;하락/NNG,0,0,2
cds/NNG;프리미엄/NNG;안정/NNG,1,0,1
농축수산물/NNG;가격/NNG;하락/NNG,0,0,3
글로벌/NNG;금융시장/NNG;불안/NNG,1,0,2
농축수산물/NNG;가격/NNG;안정/NNG,0,0,1
은행채/NNG;스프레드/NNG;확대/NNG,0,1,1
불확실성/NNG;변동성/NNG;확대/NNG,0,0,1
경제주체/NNG;심리/NNG;위축/NNG,0,0,2
경제주체/NNG;심리/NNG;악화/NNG,0,0,1
고용/NNG;주택시장/NNG;개선/NNG,0,1,1
대외/NNG;불확실성/NNG;확대/NNG,1,0,1
신흥국/NNG;금리/NNG;인하/NNG,0,0,1
농산물/NNG;가격/NNG;하락/NNG,2,0,2
경제/NNG;구조적/VAX;취약/NNG,0,0,1
장기물/NNG;투자/NNG;확대/NNG,0,0,1
유로존/NNG;경기/NNG;침체/NNG,0,1,4
선진국/NNG;경기/NNG;둔화/NNG,1,0,5
crs/NNG;금리/NNG;인하/NNG,0,0,1
국고채/NNG;금리/NNG;인하/NNG,0,0,1
회사채/NNG;수요/NNG;증가/NNG,0,0,1
인하/NNG;기대/NNG;확산/NNG,0,0,2
수출/NNG;증가/NNG;감소/NNG,0,0,1
가격/NNG;경기/NNG;둔화/NNG,0,0,1
자산/NNG;가격/NNG;하락/NNG,1,0,2
경제/NNG;심리/NNG;위축/NNG,0,0,1
위기/NNG;재발/NNG;우려/NNG,0,0,1
경기/NNG;회복/NNG;둔화/NNG,2,0,1
생활/NNG;물가/NNG;안정/NNG,0,0,3
수출/NNG;증가/NNG;둔화/NNG,3,2,6
가계/NNG;소비/NNG;제약/NNG,1,0,1
지표/NNG;예상/NNG;부진/NNG,0,0,1
경제/NNG;성장/NNG;지탱/NNG,0,0,1
내수/NNG;회복/NNG;미약/NNG,0,0,1
불안/NNG;경기/NNG;회복/NNG,0,0,1
실물/NNG;지표/NNG;둔화/NNG,0,0,1
내수/NNG;지표/NNG;개선/NNG,0,0,1
지방/NNG;상승/NNG;둔화/NNG,0,0,1
경제/NNG;회복/NNG;장애/NNG,0,0,1
경제/NNG;금융/NNG;위험/NNG,0,0,1
경제/NNG;활동/NNG;둔화/NNG,0,0,1
심리/NNG;위축/NNG;성장/NNG,0,0,1
경기/NNG;침체/NNG;확대/NNG,0,0,1
내수/NNG;회복/NNG;둔화/NNG,0,0,1
회복/NNG;수출/NNG;부진/NNG,0,0,1
주택/NNG;경기/NNG;침체/NNG,0,0,3
대출/NNG;비용/NNG;부담/NNG,0,0,1
경제/NNG;심각/NNG;침체/NNG,0,0,1
재정/NNG;여건/NNG;양호/NNG,0,0,1
심리/NNG;위축/NNG;완화/NNG,0,0,1
국제/NNG;유가/NNG;안정/NNG,0,0,2
금리/NNG;경기/NNG;둔화/NNG,1,0,1
소비/NNG;심리/NNG;약화/NNG,0,0,2
대외/NNG;여건/NNG;악화/NNG,5,1,3
생산/NNG;수출/NNG;감소/NNG,0,0,2
공급/NNG;차질/NNG;우려/NNG,0,0,2
재정/NNG;집행/NNG;확대/NNG,0,0,1
부진/NNG;영향/NNG;약세/NNG,0,0,1
금리/NNG;인하/NNG;급락/NNG,0,0,1
경제/NNG;여건/NNG;악화/NNG,2,1,3
지표/NNG;금리/NNG;하락/NNG,0,0,1
금리/NNG;인하/NNG;축소/NNG,0,0,1
하락/NNG;수요/NNG;증가/NNG,0,0,1
가격/NNG;변동성/NNG;낮/VA,0,0,1
가격/NNG;변동성/NNG;높/VA,0,0,1
물가/NNG;당분간/MAG;낮/VA,0,0,1
어렵/VA;금리/NNG;인하/NNG,0,0,1
회복/NNG;매우/MAG;더디/VA,0,0,1
차/NNG;금리/NNG;인하/NNG,0,0,1
자본/NNG;유출/NNG;막/VV,0,0,1
자금/NNG;조달/NNG;늘/VV,0,0,1
경기/NNG;하락/NNG;막/VV,0,0,1
가계/NNG;부채/NNG;많/VA,2,0,1
국제/NNG;유가/NNG;높/VA,0,0,1
침체/NNG;늪/NNG;빠지/VV,0,0,1
약화/NNG;우려/NNG;크/VV,0,0,1
불안/NNG;작/VA;않/VX,0,0,1
디레버리징/NNG;우려/NNG,0,0,1
유동성/NNG;불확실성/NNG,0,0,1
경기/NNG;불확실성/NNG,7,3,3
인플레이션/NNG;그치/VV,0,0,1
경제주체/NNG;불안/NNG,0,0,3
불확실성/NNG;성장/NNG,0,0,2
인하/NNG;파급효과/NNG,0,0,2
수출/NNG;악영향/NNG,0,0,1
내수/NNG;활성화/NNG,0,0,2
활성화/NNG;안정/NNG,0,0,1
크레딧/NNG;확대/NNG,0,0,1
부도/NNG;위험/NNG,0,0,2
위험/NNG;배제/NNG,1,0,1
투자/NNG;확충/NNG,0,0,1
투자/NNG;촉진/NNG,0,0,1
외채/NNG;확대/NNG,0,0,1
위험/NNG;반대/NNG,0,0,1
경기/NNG;확대/NNG,1,0,1
소득/NNG;약화/NNG,0,0,1
경감/NNG;아니/VCN,0,0,1
고용/NNG;개선/NNG,0,2,2
전망/NNG;우려/NNG,0,0,1
기대/NNG;불안/NNG,0,0,1
불안/NNG;확산/NNG,1,0,1
수요/NNG;압력/NNG,2,1,4
예상/NNG;약화/NNG,0,0,1
내수/NNG;취약/NNG,0,0,2
취약/NNG;회복/NNG,0,0,2
지표/NNG;미약/NNG,0,0,1
미약/NNG;개선/NNG,0,0,1
하락/NNG;확산/NNG,0,0,1
금융시장/NNG;넘/VV,0,0,1
고용/NNG;저조/NNG,0,0,1
우려/NNG;상승/NNG,3,0,5
부진/NNG;감소/NNG,5,2,4
우려/NNG;악화/NNG,0,0,1
인상/NNG;자제/NNG,2,0,1
우려/NNG;최저/NNG,0,0,2
실망/NNG;하락/NNG,0,0,1
위축/NNG;부진/NNG,0,0,2
변동성/NNG;작/VA,0,0,1
불안/NNG;크/VV,0,0,1
대외/NNG;높/VA,0,0,1
순투자/NNG,1,0,1
유입액/NNG,2,0,1
특판/NNG,8,3,6
한번/MAG,1,0,1
끼치/VV,2,0,1
급작스런/VA,0,0,1
익/NNG,0,0,1
국민연금/NNG,2,0,3
매입외환/NNG,0,0,1
만회/NNG,1,0,3
반기/NNG,14,3,15
이루어짐/VV,0,0,2
단기투자자/NNG,0,0,1
찰/NNG,0,0,1
폐해/NNG,6,4,3
재테크/NNG,0,0,1
강시/NNG,0,0,1
한선/NNG,0,0,1
소득분위/NNG,2,0,2
금상/NNG,1,0,1
축자/NNG,0,0,1
자산관리/NNG,0,0,2
권하/VV,0,0,1
생산가능인구/NNG,0,0,4
압류/NNG,0,0,2
주택담보/NNG,6,1,2
당할/XSV,0,0,1
각자/NNG,0,0,2
치인/VV,0,0,1
고용률/NNG,1,1,3
하로/NNG,2,0,3
사료/NNG,0,0,1
염/NNG,0,0,1
명절/NNG,3,0,2
불용/NNG,0,0,2
맞먹/VV,0,0,1
안목/NNG,1,0,1
바람/NNG,1,0,4
지탱/NNG,1,0,1
나타낸다고/VV,2,0,1
가뭄/NNG,0,0,4
작황/NNG,0,0,3
이루/MAG,1,1,1
어질/VA,1,1,1
언제든지/MAG,0,0,1
순환변동/NNG,3,0,1
지라/NNG,0,0,1
지체/NNG,0,0,1
해법/NNG,0,0,1
치킨게임/NNG,0,0,1
잠식/NNG,0,0,1
회복력/NNG,4,1,2
짙/VA,1,0,1
재반/NNG,0,0,1
주택매매/NNG,3,0,2
늪/NNG,1,0,1
주지/NNG,2,0,4
태세/NNG,0,0,2
독자/NNG,1,1,2
설계/NNG,0,0,2
위상/NNG,2,2,1
대외교역/NNG,0,0,1
성질/NNG,0,0,1
부대/NNG,3,0,2
출간/NNG,0,0,1
자의/NNG,0,0,1
리더십/NNG,0,0,1
대책회의/NNG,0,1,1
감하/VV,0,0,1
다/VA,0,0,1
드리/VV,7,4,1
구해/VV,1,0,1
대두가격/NNG,0,0,1
주거용건물/NNG,0,0,1
운송장/NNG,5,1,5
운수/NNG,4,1,7
단기자산/NNG,0,0,1
정책회의/NNG,4,0,3
실망/NNG,1,0,1
행여/MAG,0,0,2
멸/NNG,2,0,2
소비자/NNG;물가/NNG;근원/NNG;인플레이션/NNG;안정/NNG,0,1,1
금융시장/NNG;국제/NNG;금융시장/NNG;불안/NNG;완화/NNG,0,0,1
국제/NNG;금융시장/NNG;불안/NNG;경제/NNG;부진/NNG,0,0,2
유가/NNG;하락/NNG;원자재/NNG;가격/NNG;하락/NNG,0,0,1
원자재/NNG;가격/NNG;하락/NNG;물가/NNG;상승/NNG,0,0,1
가격/NNG;하락/NNG;물가/NNG;상승/NNG;압력/NNG,0,0,1
gdp/NNG;갭/NNG;인플레이션갭/NNG;마이너스/NNG,0,0,1
불확실성/NNG;국제/NNG;금융시장/NNG;불안/NNG,0,0,1
fed/NNG;성장률/NNG;전망/NNG;하향/NNG,0,0,1
부진/NNG;gdp/NNG;갭/NNG;마이너스/NNG,0,0,1
국제/NNG;원자재/NNG;가격/NNG;하락/NNG,0,0,3
근원/NNG;물가/NNG;상승률/NNG;상승/NNG,1,0,1
소비자/NNG;물가/NNG;오름/NNG;둔화/NNG,1,0,2
소비자/NNG;물가/NNG;유가/NNG;하락/NNG,0,0,1
국제/NNG;원자재/NNG;가격/NNG;안정/NNG,1,0,2
은행/NNG;여수신/NNG;금리/NNG;하락/NNG,2,0,3
금리/NNG;국고채/NNG;금리/NNG;하락/NNG,1,0,1
산업/NNG;생산/NNG;증가/NNG;둔화/NNG,0,1,1
물가/NNG;상승률/NNG;상승/NNG;그치/VV,0,0,1
경제/NNG;하방/NNG;위험/NNG;증대/NNG,0,0,1
가격/NNG;안정/NNG;물가/NNG;상승/NNG,0,0,1
안정/NNG;물가/NNG;상승/NNG;압력/NNG,0,0,1
물가/NNG;상승/NNG;압력/NNG;완화/NNG,0,1,5
금리/NNG;정책/NNG;경기/NNG;부양/NNG,0,0,1
가계/NNG;부채/NNG;금리/NNG;인하/NNG,0,0,1
경기/NNG;물가/NNG;상승/NNG;압력/NNG,0,0,1
경기/NNG;회복/NNG;기대/NNG;약화/NNG,1,0,1
원유/NNG;수요/NNG;둔화/NNG;우려/NNG,0,0,1
설비/NNG;투자/NNG;소폭/MAG;증가/NNG,0,0,2
금리/NNG;인하/NNG;기대/NNG;증대/NNG,0,0,1
경제/NNG;성장률/NNG;전망/NNG;낮/VV,0,0,1
가계/NNG;대출/NNG;연체율/NNG;높/VA,0,0,2
중소기업/NNG;자금사정/NNG;악화/NNG,2,0,2
유로존/NNG;불확실성/NNG;확대/NNG,0,0,1
기대/NNG;인플레이션/NNG;우려/NNG,0,0,1
외화자금/NNG;유출입/NNG;확대/NNG,1,0,2
유동화/NNG;시장/NNG;활성화/NNG,0,0,1
물가/NNG;안정/NNG;금융안정/NNG,1,0,1
금융시장/NNG;불안/NNG;성장/NNG,1,0,1
고용/NNG;주택시장/NNG;회복/NNG,0,0,1
주택시장/NNG;회복/NNG;지연/NNG,1,1,1
공공요금/NNG;인상/NNG;억제/NNG,0,1,2
부채/NNG;협상/NNG;불확실성/NNG,0,0,1
소매/NNG;판매가격/NNG;둔화/NNG,0,0,1
경기/NNG;대외/NNG;불확실성/NNG,0,0,1
자금사정/NNG;악화/NNG;우려/NNG,0,0,1
대외/NNG;불확실성/NNG;증가/NNG,1,0,1
단기물/NNG;금리/NNG;하락/NNG,0,0,1
가계/NNG;대출/NNG;연착륙/NNG,0,0,2
국고채/NNG;금리/NNG;하회/NNG,0,0,2
재무/NNG;건전성/NNG;취약/NNG,0,0,1
유로존/NNG;위험/NNG;확대/NNG,0,0,2
유로존/NNG;금리/NNG;인하/NNG,0,0,1
유로존/NNG;위험/NNG;완화/NNG,0,1,2
금리/NNG;인하/NNG;일시적/VAX,0,0,1
신흥국/NNG;경기/NNG;위축/NNG,0,0,2
당분간/MAG;시장/NNG;불안/NNG,0,0,1
글로벌/NNG;경제/NNG;성장/NNG,0,0,1
신흥국/NNG;경기/NNG;부진/NNG,0,0,1
신흥국/NNG;수요/NNG;둔화/NNG,0,0,2
투자/NNG;비중/NNG;증가/NNG,0,0,1
실물/NNG;경제/NNG;악화/NNG,1,0,1
차입/NNG;수요/NNG;감소/NNG,0,0,1
가격/NNG;많이/MAG;상승/NNG,0,0,1
위기/NNG;경기/NNG;둔화/NNG,0,0,1
위험/NNG;선호/NNG;확대/NNG,0,0,1
금리/NNG;많이/MAG;하락/NNG,0,0,1
금리/NNG;방향/NNG;반대/NNG,0,0,1
자산/NNG;가격/NNG;거품/NNG,8,2,4
가계/NNG;부채/NNG;완화/NNG,0,0,1
경제/NNG;성장/NNG;감속/NNG,0,0,2
단기/NNG;경기/NNG;회복/NNG,0,0,1
경제/NNG;예상/NNG;성장/NNG,0,0,1
물가/NNG;압력/NNG;완화/NNG,0,0,1
질적/VAX;구조/NNG;개선/NNG,0,0,1
불안/NNG;성장/NNG;둔화/NNG,0,0,1
이중침체/NNG;우려/NNG;높/VA,1,0,1
경제/NNG;지표/NNG;약화/NNG,0,0,1
회복/NNG;예상/NNG;부진/NNG,0,0,1
수입/NNG;물가/NNG;안정/NNG,1,0,1
성장/NNG;둔화/NNG;부진/NNG,0,0,1
유가/NNG;공급/NNG;충격/NNG,0,0,1
공급/NNG;충격/NNG;완화/NNG,2,0,1
경기/NNG;회복/NNG;우려/NNG,0,0,1
고용/NNG;지표/NNG;부진/NNG,2,2,1
지표/NNG;부진/NNG;회복/NNG,0,0,1
하방/NNG;위험/NNG;확대/NNG,0,0,2
위험/NNG;완화/NNG;위험/NNG,0,0,1
완화/NNG;위험/NNG;회피/NNG,0,0,1
금리/NNG;환율/NNG;하락/NNG,0,0,1
하방/NNG;위험/NNG;우세/NNG,0,0,2
물가/NNG;금리/NNG;인하/NNG,0,0,1
경기/NNG;부양/NNG;한계/NNG,0,0,1
예상/NNG;부진/NNG;성장/NNG,0,1,1
경기/NNG;예상/NNG;부진/NNG,0,0,1
성장/NNG;경로/NNG;위험/NNG,0,0,1
경제/NNG;성장/NNG;위축/NNG,0,0,1
민간/NNG;소비/NNG;개선/NNG,0,1,2
성장/NNG;완만/NNG;회복/NNG,0,1,1
경기/NNG;둔화/NNG;취약/NNG,0,0,1
경제/NNG;지표/NNG;악화/NNG,2,1,7
성장/NNG;수출/NNG;부진/NNG,0,0,1
성장/NNG;예상/NNG;부진/NNG,0,0,1
소매/NNG;판매/NNG;둔화/NNG,0,0,1
원유/NNG;재고/NNG;증가/NNG,2,1,1
가격/NNG;하락/NNG;확대/NNG,1,0,2
부채/NNG;위기/NNG;우려/NNG,0,0,3
불안/NNG;완화/NNG;하락/NNG,0,0,1
대출/NNG;수요/NNG;감소/NNG,1,0,1
내수/NNG;증가율/NNG;낮/VA,4,0,1
곡물/NNG;가격/NNG;오르/VV,0,0,1
소폭/MAG;감소/NNG;그치/VV,0,1,1
투자/NNG;비중/NNG;늘/VV,0,0,1
침체/NNG;우려/NNG;크/VV,0,0,1
기대/NNG;점차/MAG;낮/VA,0,0,1
투자/NNG;줄/VV;감소/NNG,0,0,2
디레버리징/NNG;확대/NNG,0,1,1
대차대조표/NNG;불황/NNG,0,0,1
금융시스템/NNG;충격/NNG,0,0,1
국채시장/NNG;불안/NNG,0,0,1
외국인/NNG;무위험/NNG,0,0,1
외환시장/NNG;취약/NNG,0,0,1
주택시장/NNG;침체/NNG,2,0,1
상환능력/NNG;저하/NNG,0,0,1
상저하고/NNG;성장/NNG,0,0,1
성장동력/NNG;회복/NNG,2,1,1
대출비중/NNG;상승/NNG,0,0,3
안정성/NNG;취약/NNG,0,0,1
전망/NNG;불투명/NNG,0,0,2
부동산/NNG;침체/NNG,3,1,4
더이상/MAG;완화/NNG,0,0,1
선진국/NNG;완화/NNG,0,0,2
수출/NNG;모멘텀/NNG,1,0,1
재정/NNG;취약/NNG,1,0,2
투자/NNG;과도/NNG,0,0,1
연체/NNG;위험/NNG,0,0,1
가계/NNG;부실/NNG,2,0,2
경기/NNG;미약/NNG,0,0,2
취약/NNG;아니/VCN,0,0,1
둔화/NNG;조짐/NNG,4,0,2
부채/NNG;위험/NNG,0,0,1
전망/NNG;부진/NNG,0,0,1
부진/NNG;상쇄/NNG,0,0,1
예상/NNG;미약/NNG,1,0,2
전망/NNG;안정/NNG,0,0,1
회복/NNG;제약/NNG,1,0,1
수요/NNG;위축/NNG,1,1,5
과도/NNG;불안/NNG,0,0,1
경기/NNG;과도/NNG,1,0,2
물가/NNG;낙관/NNG,0,0,1
예상/NNG;지연/NNG,0,0,1
가격/NNG;약세/NNG,0,0,4
둔화/NNG;상승/NNG,0,0,1
심리/NNG;위축/NNG,0,0,1
위축/NNG;축소/NNG,0,0,1
부진/NNG;증가/NNG,2,0,4
재무/NNG;어렵/VA,0,0,1
회복/NNG;더디/VA,2,0,1
차입/NNG;어렵/VA,0,0,2
악영향/NNG;줄/VV,1,0,1
활력/NNG;떨어/VV,1,0,1
금리/NNG;살피/VV,1,0,1
낮/VA;하락/NNG,1,0,1
기대/NNG;넘/VV,0,0,1
방파제/NNG,0,0,1
이때/NNG,1,0,1
여기/VV,0,0,1
거시건전성부담금/NNG,4,0,2
써/VV,3,1,2
가속도/NNG,0,0,1
입단/NNG,0,0,1
맞/NNG,1,0,1
물리/VV,0,0,1
현금비중/NNG,0,0,1
축시/NNG,0,0,2
킬/XSV,0,0,1
고신용자/NNG,0,0,1
양기/NNG,0,0,1
서브프라임사태/NNG,0,1,3
그레이존/NNG,0,0,1
그중/NNG,0,0,1
없애/VV,0,0,1
한계선/NNG,0,0,1
불황형/NNG,0,0,1
퇴직자/NNG,0,0,1
안전벨트/NNG,0,0,1
해외부문/NNG,3,0,3
해둔다면/XSV,0,0,1
룰/NNG,1,0,3
이해력/NNG,0,0,1
패/NNG,1,0,1
아우르/VV,0,0,2
받으/VV,0,0,1
늦춰서/VV,2,0,5
시장점유율/NNG,1,0,1
인력/NNG,0,0,1
생태계/NNG,0,0,1
좀처럼/MAG,0,0,1
지켜져야/VV,0,0,1
이중침체/NNG,8,3,5
약성/NNG,0,0,1
착수/NNG,0,0,1
황은/NNG,0,0,1
지역리스크/NNG,1,1,2
정과/NNG,0,0,2
연정/NNG,0,0,2
진이/NNG,2,0,3
정/MAG,2,1,3
책대/NNG,0,0,1
장경/NNG,0,0,1
상저하고/NNG,1,0,1
인플레이션갭/NNG,4,4,2
추적/NNG,0,0,2
놓쳐서/VV,1,0,1
합의사항/NNG,2,0,2
버팀목/NNG,1,0,2
부근/NNG,0,0,1
장단/NNG,1,1,4
소비지/NNG,0,0,2
재고/NNG,45,8,27
내구재/NNG,21,5,17
준내구재/NNG,10,4,9
비내구재/NNG,11,4,9
복세/NNG,2,1,1
운수업/NNG,2,0,7
출하량/NNG,0,0,1
설비투자자금/NNG,1,0,2
신흥국/NNG;경제/NNG;성장/NNG;수출/NNG;둔화/NNG,1,1,2
소비자/NNG;물가/NNG;국제/NNG;유가/NNG;하락/NNG,0,1,4
경제/NNG;성장/NNG;수출/NNG;둔화/NNG;약화/NNG,1,1,2
글로벌/NNG;경기/NNG;둔화/NNG;우려/NNG;크/VV,0,0,1
성장/NNG;경로/NNG;하방/NNG;위험/NNG;크/VV,0,0,1
금융시장/NNG;국제/NNG;금융시장/NNG;불안/NNG,3,1,5
통화정책/NNG;물가/NNG;상승/NNG;압력/NNG,0,0,2
부진/NNG;신흥국/NNG;경제/NNG;성장/NNG,1,1,2
기업/NNG;자금/NNG;수요/NNG;감소/NNG,0,0,1
금리/NNG;인하/NNG;경기/NNG;진작/NNG,0,0,2
금리/NNG;인하/NNG;시장/NNG;불안/NNG,0,0,1
경기/NNG;침체/NNG;우려/NNG;확산/NNG,0,0,2
소비/NNG;투자/NNG;내수/NNG;성장/NNG,0,0,1
세계/NNG;경기/NNG;둔화/NNG;우려/NNG,0,0,2
경기/NNG;둔화/NNG;우려/NNG;위험/NNG,0,0,1
위험/NNG;회피/NNG;성향/NNG;증가/NNG,0,0,2
외환시장/NNG;안전자산/NNG;선호/NNG,0,0,1
수출/NNG;증가율/NNG;마이너스/NNG,0,0,2
근원/NNG;인플레이션/NNG;하락/NNG,0,0,1
경기/NNG;물가/NNG;금융안정/NNG,0,0,1
물가/NNG;공공요금/NNG;인상/NNG,1,0,1
금융시장/NNG;매우/MAG;불안/NNG,0,0,1
불확실성/NNG;하방/NNG;위험/NNG,0,0,1
소매/NNG;판매가격/NNG;증가/NNG,3,0,1
금융시장/NNG;불안/NNG;상승/NNG,0,0,1
통화정책/NNG;경기/NNG;회복/NNG,2,0,3
경제/NNG;펀더멘털/NNG;양호/NNG,0,0,1
고용자수/NNG;증가/NNG;둔화/NNG,0,0,1
금리/NNG;스프레드/NNG;축소/NNG,4,1,3
재정거래/NNG;유인/NNG;확대/NNG,2,0,4
글로벌/NNG;수요/NNG;감소/NNG,0,0,1
유로존/NNG;경제/NNG;우려/NNG,0,0,1
유로존/NNG;수출/NNG;감소/NNG,0,0,1
가격변수/NNG;변동성/NNG;크/VV,0,0,1
유로존/NNG;위험/NNG;증대/NNG,0,0,1
성장/NNG;경로/NNG;불확실/NNG,1,0,1
침체/NNG;가능성/NNG;우려/NNG,0,0,1
유로존/NNG;경제/NNG;부진/NNG,1,0,1
근원/NNG;인플레이션/NNG;낮/VA,2,1,2
유로존/NNG;탈퇴/NNG;우려/NNG,0,0,1
인플레이션/NNG;기대/NNG;높/VA,5,0,2
경제/NNG;유로존/NNG;위험/NNG,0,0,1
유로존/NNG;위기/NNG;우려/NNG,0,0,1
고금리/NNG;채권/NNG;선호/NNG,0,1,1
원금/NNG;상환/NNG;부담/NNG,0,0,1
실물/NNG;경기/NNG;위축/NNG,0,0,1
연체/NNG;이자/NNG;부담/NNG,0,0,1
이자/NNG;부담/NNG;증가/NNG,0,0,1
대외/NNG;불확실성/NNG;높/VA,0,0,1
고용/NNG;물가/NNG;안정/NNG,0,0,1
건설/NNG;투자/NNG;감소/NNG,4,2,2
투자/NNG;감소/NNG;확대/NNG,1,1,1
고용/NNG;지표/NNG;악화/NNG,0,0,1
원유/NNG;수입/NNG;증가/NNG,1,0,1
투자/NNG;소비/NNG;증가/NNG,0,0,1
기대/NNG;금리/NNG;인하/NNG,0,0,1
지표/NNG;소폭/MAG;개선/NNG,0,0,2
성장/NNG;경로/NNG;이탈/NNG,0,0,1
인상/NNG;임금/NNG;인상/NNG,0,0,1
물가/NNG;상승/NNG;견인/NNG,1,0,1
경제/NNG;견실/NNG;성장/NNG,0,0,2
위기/NNG;확산/NNG;우려/NNG,0,0,1
수출/NNG;부진/NNG;성장/NNG,0,0,1
투자/NNG;지표/NNG;감소/NNG,0,0,1
경기/NNG;전망/NNG;상승/NNG,0,0,1
업황/NNG;전망/NNG;하락/NNG,0,0,1
